C261005-01344,415569.905,572939.235,69.973,F S
C261005-01345,415569.909,572939.388,69.96,F
C261005-01346,415569.842,572939.59,69.951,F
C261005-01347,415569.798,572939.682,69.94,F
C261005-01348,415569.736,572940.064,69.947,F S
C261005-01349,415569.672,572940.213,69.946,F
C261005-01350,415569.672,572940.33,69.955,F
C261005-01351,415569.617,572940.432,69.938,F
C261005-01352,415569.578,572940.588,69.948,F
C261005-01353,415569.569,572940.702,69.954,F
C261005-01354,415569.551,572940.807,69.976,F
C261005-01355,415569.526,572940.888,69.988,F
C261005-01356,415569.524,572941.009,69.967,F
C261005-01357,415569.543,572941.15,69.943,F
C261005-01358,415569.537,572941.294,69.989,F
C261005-01359,415569.52,572941.375,69.995,F
C261005-01360,415569.518,572941.52,69.972,F
C261005-01361,415568.719,572941.785,70.11,F S
C261005-01362,415568.713,572941.608,70.084,F
C261005-01363,415568.709,572941.443,70.095,F
C261005-01364,415568.747,572941.3,70.044,F
C261005-01365,415568.758,572941.237,70.04,F
C261005-01366,415568.771,572941.077,70.027,F
C261005-01367,415568.741,572940.859,70.059,F
C261005-01368,415568.722,572940.748,70.038,F
C261005-01369,415568.74,572940.684,70.048,F
C261005-01370,415568.798,572940.637,70.049,F
C261005-01371,415568.771,572940.56,70.047,F
C261005-01372,415568.723,572940.528,70.036,F
C261005-01373,415568.681,572940.605,70.034,F
C261005-01374,415568.608,572940.664,70.057,F
C261005-01375,415568.506,572940.688,70.096,F
C261005-01376,415568.452,572940.626,70.083,F
C261005-01377,415568.421,572940.557,70.106,F
C261005-01378,415568.413,572940.496,70.092,F
C261005-01379,415568.441,572940.334,70.098,F
C261005-01380,415568.626,572939.847,70.065,F S
C261005-01381,415568.633,572939.721,70.058,F
C261005-01382,415568.716,572939.597,70.049,F
B261005-01383,415569.168,572941.595,69.873,F S
B261005-01384,415569.178,572941.508,69.842,F
B261005-01385,415569.198,572941.421,69.807,F
B261005-01386,415569.235,572941.372,69.804,F
B261005-01387,415569.266,572941.3,69.781,F
B261005-01388,415569.266,572941.198,69.774,F
B261005-01389,415569.326,572941.093,69.767,F
B261005-01390,415569.332,572941.043,69.761,F
B261005-01391,415569.291,572940.954,69.745,F
B261005-01392,415569.317,572940.906,69.752,F
B261005-01393,415569.321,572940.803,69.748,F
B261005-01394,415569.266,572940.717,69.75,F
B261005-01395,415569.285,572940.633,69.723,F
B261005-01396,415569.281,572940.534,69.69,F
B261005-01397,415569.296,572940.413,69.659,F
B261005-01398,415569.255,572940.377,69.624,F
B261005-01399,415569.07,572940.426,69.641,F S
B261005-01400,415569.074,572940.54,69.668,F
B261005-01401,415569.032,572940.673,69.702,F
B261005-01402,415569.011,572940.841,69.733,F
B261005-01403,415569.03,572940.958,69.75,F
B261005-01404,415569.029,572941.083,69.773,F
B261005-01405,415569.013,572941.229,69.811,F
B261005-01406,415568.948,572941.324,69.839,F
B261005-01407,415569.006,572941.467,69.835,F
B261005-01408,415569.012,572941.549,69.858,F
B261005-01409,415569.028,572941.656,69.885,F
B261005-01410,415569.251,572940.376,69.615,F S
B261005-01411,415569.223,572940.43,69.614,F
B261005-01412,415569.16,572940.479,69.625,F
B261005-01413,415569.133,572940.536,69.644,F
B261005-01414,415569.173,572940.642,69.664,F
B261005-01415,415569.175,572940.756,69.706,F
B261005-01416,415569.166,572940.827,69.707,F
B261005-01417,415569.168,572940.942,69.715,F
B261005-01418,415569.172,572941.047,69.726,F
B261005-01419,415569.123,572941.074,69.739,F
B261005-01420,415569.08,572941.063,69.73,F
B261005-01421,415569.08,572941.033,69.74,F
B261005-01422,415569.12,572940.97,69.713,F
B261005-01423,415569.106,572940.866,69.704,F
B261005-01424,415569.048,572940.837,69.708,F
B261005-01425,415569.085,572940.803,69.701,F
B261005-01426,415569.097,572940.68,69.708,F
B261005-01427,415569.078,572940.642,69.703,F
B261005-01428,415569.116,572940.582,69.701,F
